,fase,fase_end,fase_count,wind_dir,location,windfase,windfase_end,windfase_count,windduur,windduur_end,windduur_count,opzetduur,opzetduur_end,opzetduur_count
1409,,,,315.0 - 337.5,hoekvanholland,-19.0,-18.0,9.0,,,,,,
1410,,,,315.0 - 337.5,hoekvanholland,-23.0,-22.0,8.0,,,,,,
1411,,,,315.0 - 337.5,hoekvanholland,-11.0,-10.0,13.0,,,,,,
1412,,,,315.0 - 337.5,hoekvanholland,-17.0,-16.0,10.0,,,,,,
1413,,,,315.0 - 337.5,hoekvanholland,-12.0,-11.0,15.0,,,,,,
1414,,,,315.0 - 337.5,hoekvanholland,-18.0,-17.0,3.0,,,,,,
1415,,,,315.0 - 337.5,hoekvanholland,11.0,12.0,7.0,,,,,,
1416,,,,315.0 - 337.5,hoekvanholland,19.0,20.0,1.0,,,,,,
1417,,,,315.0 - 337.5,hoekvanholland,-24.0,-23.0,11.0,,,,,,
1418,,,,315.0 - 337.5,hoekvanholland,18.0,19.0,1.0,,,,,,
1419,,,,315.0 - 337.5,hoekvanholland,15.0,16.0,1.0,,,,,,
1420,,,,315.0 - 337.5,hoekvanholland,23.0,24.0,2.0,,,,,,
1421,,,,315.0 - 337.5,hoekvanholland,20.0,21.0,1.0,,,,,,
1422,,,,315.0 - 337.5,hoekvanholland,,,,32.0,33.0,79.0,,,
1423,,,,315.0 - 337.5,hoekvanholland,,,,23.0,24.0,61.0,,,
1424,,,,315.0 - 337.5,hoekvanholland,,,,20.0,21.0,56.0,,,
1425,,,,315.0 - 337.5,hoekvanholland,,,,21.0,22.0,54.0,,,
1426,,,,315.0 - 337.5,hoekvanholland,,,,14.0,15.0,29.0,,,
1427,,,,315.0 - 337.5,hoekvanholland,,,,16.0,17.0,42.0,,,
1428,,,,315.0 - 337.5,hoekvanholland,,,,42.0,43.0,40.0,,,
1429,,,,315.0 - 337.5,hoekvanholland,,,,11.0,12.0,24.0,,,
1430,,,,315.0 - 337.5,hoekvanholland,,,,36.0,37.0,53.0,,,
1431,,,,315.0 - 337.5,hoekvanholland,,,,45.0,46.0,33.0,,,
1432,,,,315.0 - 337.5,hoekvanholland,,,,44.0,45.0,31.0,,,
1433,,,,315.0 - 337.5,hoekvanholland,,,,30.0,31.0,69.0,,,
1434,,,,315.0 - 337.5,hoekvanholland,,,,18.0,19.0,53.0,,,
1435,,,,315.0 - 337.5,hoekvanholland,,,,31.0,32.0,74.0,,,
1436,,,,315.0 - 337.5,hoekvanholland,,,,39.0,40.0,49.0,,,
1437,,,,315.0 - 337.5,hoekvanholland,,,,33.0,34.0,51.0,,,
1438,,,,315.0 - 337.5,hoekvanholland,,,,28.0,29.0,64.0,,,
1439,,,,315.0 - 337.5,hoekvanholland,,,,22.0,23.0,53.0,,,
1440,,,,315.0 - 337.5,hoekvanholland,,,,48.0,49.0,17.0,,,
1441,,,,315.0 - 337.5,hoekvanholland,,,,9.0,10.0,24.0,,,
1442,,,,315.0 - 337.5,hoekvanholland,,,,34.0,35.0,77.0,,,
1443,,,,315.0 - 337.5,hoekvanholland,,,,26.0,27.0,61.0,,,
1444,,,,315.0 - 337.5,hoekvanholland,,,,40.0,41.0,53.0,,,
1445,,,,315.0 - 337.5,hoekvanholland,,,,41.0,42.0,37.0,,,
1446,,,,315.0 - 337.5,hoekvanholland,,,,27.0,28.0,57.0,,,
1447,,,,315.0 - 337.5,hoekvanholland,,,,17.0,18.0,54.0,,,
1448,,,,315.0 - 337.5,hoekvanholland,,,,19.0,20.0,56.0,,,
1449,,,,315.0 - 337.5,hoekvanholland,,,,24.0,25.0,62.0,,,
1450,,,,315.0 - 337.5,hoekvanholland,,,,38.0,39.0,47.0,,,
1451,,,,315.0 - 337.5,hoekvanholland,,,,25.0,26.0,59.0,,,
1452,,,,315.0 - 337.5,hoekvanholland,,,,37.0,38.0,68.0,,,
1453,,,,315.0 - 337.5,hoekvanholland,,,,35.0,36.0,58.0,,,
1454,,,,315.0 - 337.5,hoekvanholland,,,,50.0,51.0,21.0,,,
1455,,,,315.0 - 337.5,hoekvanholland,,,,13.0,14.0,26.0,,,
1456,,,,315.0 - 337.5,hoekvanholland,,,,15.0,16.0,28.0,,,
1457,,,,315.0 - 337.5,hoekvanholland,,,,29.0,30.0,68.0,,,
1458,,,,315.0 - 337.5,hoekvanholland,,,,49.0,50.0,22.0,,,
1459,,,,315.0 - 337.5,hoekvanholland,,,,51.0,52.0,15.0,,,
1460,,,,315.0 - 337.5,hoekvanholland,,,,55.0,56.0,14.0,,,
1461,,,,315.0 - 337.5,hoekvanholland,,,,43.0,44.0,51.0,,,
1462,,,,315.0 - 337.5,hoekvanholland,,,,12.0,13.0,24.0,,,
1463,,,,315.0 - 337.5,hoekvanholland,,,,10.0,11.0,18.0,,,
1464,,,,315.0 - 337.5,hoekvanholland,,,,7.0,8.0,8.0,,,
1465,,,,315.0 - 337.5,hoekvanholland,,,,46.0,47.0,26.0,,,
1466,,,,315.0 - 337.5,hoekvanholland,,,,53.0,54.0,15.0,,,
1467,,,,315.0 - 337.5,hoekvanholland,,,,47.0,48.0,30.0,,,
1468,,,,315.0 - 337.5,hoekvanholland,,,,56.0,57.0,7.0,,,
1469,,,,315.0 - 337.5,hoekvanholland,,,,8.0,9.0,22.0,,,
1470,,,,315.0 - 337.5,hoekvanholland,,,,54.0,55.0,9.0,,,
1471,,,,315.0 - 337.5,hoekvanholland,,,,52.0,53.0,15.0,,,
1472,,,,315.0 - 337.5,hoekvanholland,,,,57.0,58.0,6.0,,,
1473,,,,315.0 - 337.5,hoekvanholland,,,,59.0,60.0,8.0,,,
1474,,,,315.0 - 337.5,hoekvanholland,,,,58.0,59.0,1.0,,,
1475,,,,315.0 - 337.5,hoekvanholland,,,,,,,11.0,12.0,96.0
1476,,,,315.0 - 337.5,hoekvanholland,,,,,,,8.0,9.0,235.0
1477,,,,315.0 - 337.5,hoekvanholland,,,,,,,9.0,10.0,158.0
1478,,,,315.0 - 337.5,hoekvanholland,,,,,,,13.0,14.0,133.0
1479,,,,315.0 - 337.5,hoekvanholland,,,,,,,6.0,7.0,229.0
1480,,,,315.0 - 337.5,hoekvanholland,,,,,,,5.0,6.0,118.0
1481,,,,315.0 - 337.5,hoekvanholland,,,,,,,21.0,22.0,12.0
1482,,,,315.0 - 337.5,hoekvanholland,,,,,,,7.0,8.0,282.0
1483,,,,315.0 - 337.5,hoekvanholland,,,,,,,10.0,11.0,136.0
1484,,,,315.0 - 337.5,hoekvanholland,,,,,,,12.0,13.0,117.0
1485,,,,315.0 - 337.5,hoekvanholland,,,,,,,15.0,16.0,93.0
1486,,,,315.0 - 337.5,hoekvanholland,,,,,,,17.0,18.0,37.0
1487,,,,315.0 - 337.5,hoekvanholland,,,,,,,14.0,15.0,109.0
1488,,,,315.0 - 337.5,hoekvanholland,,,,,,,4.0,5.0,59.0
1489,,,,315.0 - 337.5,hoekvanholland,,,,,,,16.0,17.0,62.0
1490,,,,315.0 - 337.5,hoekvanholland,,,,,,,1.0,2.0,39.0
1491,,,,315.0 - 337.5,hoekvanholland,,,,,,,22.0,23.0,14.0
1492,,,,315.0 - 337.5,hoekvanholland,,,,,,,2.0,3.0,31.0
1493,,,,315.0 - 337.5,hoekvanholland,,,,,,,18.0,19.0,30.0
1494,,,,315.0 - 337.5,hoekvanholland,,,,,,,23.0,24.0,8.0
1495,,,,315.0 - 337.5,hoekvanholland,,,,,,,19.0,20.0,19.0
1496,,,,315.0 - 337.5,hoekvanholland,,,,,,,3.0,4.0,38.0
1497,,,,315.0 - 337.5,hoekvanholland,,,,,,,31.0,32.0,2.0
1498,,,,315.0 - 337.5,hoekvanholland,,,,,,,36.0,37.0,1.0
1499,,,,315.0 - 337.5,hoekvanholland,,,,,,,27.0,28.0,4.0
1500,,,,315.0 - 337.5,hoekvanholland,,,,,,,20.0,21.0,17.0
1501,,,,315.0 - 337.5,hoekvanholland,,,,,,,25.0,26.0,4.0
1502,,,,315.0 - 337.5,hoekvanholland,,,,,,,26.0,27.0,3.0
1503,,,,315.0 - 337.5,hoekvanholland,,,,,,,32.0,33.0,1.0
1504,,,,315.0 - 337.5,hoekvanholland,,,,,,,28.0,29.0,2.0
1505,,,,315.0 - 337.5,hoekvanholland,,,,,,,39.0,40.0,1.0
1506,,,,315.0 - 337.5,hoekvanholland,,,,,,,24.0,25.0,4.0
1507,2.0,2.2,53.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1508,2.8000000000000007,3.000000000000001,58.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1509,2.5999999999999996,2.8,37.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1510,1.0,1.2,48.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1511,3.200000000000001,3.4000000000000012,32.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1512,1.4000000000000004,1.6000000000000003,27.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1513,3.0,3.2,97.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1514,-5.4,-5.2,14.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1515,2.4000000000000004,2.6000000000000005,26.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1516,1.2000000000000002,1.4000000000000001,23.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1517,-6.0,-5.8,5.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1518,3.4000000000000004,3.6000000000000005,22.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1519,-5.6,-5.3999999999999995,6.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1520,0.6000000000000005,0.8000000000000005,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1521,2.200000000000001,2.4000000000000012,12.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1522,-4.4,-4.2,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1523,1.6000000000000005,1.8000000000000005,24.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1524,1.8000000000000007,2.000000000000001,20.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1525,-3.4,-3.1999999999999997,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1526,3.6000000000000014,3.8000000000000016,16.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1527,-3.0,-2.8,3.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1528,4.0,4.2,7.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1529,4.4,4.6000000000000005,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1530,0.8000000000000007,1.0000000000000007,5.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1531,3.8000000000000007,4.000000000000001,6.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1532,-4.8,-4.6,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1533,-5.0,-4.8,6.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1534,-4.6,-4.3999999999999995,4.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1535,-1.3999999999999995,-1.1999999999999995,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1536,-5.2,-5.0,8.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1537,-5.8,-5.6,7.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1538,-2.4,-2.1999999999999997,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1539,-2.8,-2.5999999999999996,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1540,-3.5999999999999996,-3.3999999999999995,2.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1541,-4.2,-4.0,2.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1542,-3.8,-3.5999999999999996,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1543,4.600000000000001,4.800000000000002,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1544,-4.0,-3.8,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1545,-2.0,-1.8,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1546,-3.1999999999999997,-2.9999999999999996,2.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1547,5.800000000000001,6.000000000000001,1.0,337.5 - 360.0,hoekvanholland,,,,,,,,,
1548,,,,337.5 - 360.0,hoekvanholland,2.0,3.0,41.0,,,,,,
1549,,,,337.5 - 360.0,hoekvanholland,-7.0,-6.0,17.0,,,,,,
1550,,,,337.5 - 360.0,hoekvanholland,-10.0,-9.0,11.0,,,,,,
1551,,,,337.5 - 360.0,hoekvanholland,1.0,2.0,48.0,,,,,,
1552,,,,337.5 - 360.0,hoekvanholland,0.0,1.0,61.0,,,,,,
1553,,,,337.5 - 360.0,hoekvanholland,3.0,4.0,34.0,,,,,,
1554,,,,337.5 - 360.0,hoekvanholland,-1.0,0.0,61.0,,,,,,
1555,,,,337.5 - 360.0,hoekvanholland,-17.0,-16.0,3.0,,,,,,
1556,,,,337.5 - 360.0,hoekvanholland,-3.0,-2.0,49.0,,,,,,
1557,,,,337.5 - 360.0,hoekvanholland,-6.0,-5.0,27.0,,,,,,
1558,,,,337.5 - 360.0,hoekvanholland,-18.0,-17.0,9.0,,,,,,
1559,,,,337.5 - 360.0,hoekvanholland,-2.0,-1.0,45.0,,,,,,
1560,,,,337.5 - 360.0,hoekvanholland,-5.0,-4.0,29.0,,,,,,
1561,,,,337.5 - 360.0,hoekvanholland,4.0,5.0,15.0,,,,,,
1562,,,,337.5 - 360.0,hoekvanholland,-14.0,-13.0,2.0,,,,,,
1563,,,,337.5 - 360.0,hoekvanholland,-16.0,-15.0,6.0,,,,,,
1564,,,,337.5 - 360.0,hoekvanholland,20.0,21.0,1.0,,,,,,
1565,,,,337.5 - 360.0,hoekvanholland,-13.0,-12.0,9.0,,,,,,
1566,,,,337.5 - 360.0,hoekvanholland,-11.0,-10.0,9.0,,,,,,
1567,,,,337.5 - 360.0,hoekvanholland,-8.0,-7.0,11.0,,,,,,
1568,,,,337.5 - 360.0,hoekvanholland,-4.0,-3.0,41.0,,,,,,
1569,,,,337.5 - 360.0,hoekvanholland,-9.0,-8.0,16.0,,,,,,
1570,,,,337.5 - 360.0,hoekvanholland,-12.0,-11.0,7.0,,,,,,
1571,,,,337.5 - 360.0,hoekvanholland,-24.0,-23.0,9.0,,,,,,
1572,,,,337.5 - 360.0,hoekvanholland,23.0,24.0,1.0,,,,,,
1573,,,,337.5 - 360.0,hoekvanholland,-23.0,-22.0,4.0,,,,,,
1574,,,,337.5 - 360.0,hoekvanholland,5.0,6.0,7.0,,,,,,
1575,,,,337.5 - 360.0,hoekvanholland,8.0,9.0,3.0,,,,,,
1576,,,,337.5 - 360.0,hoekvanholland,10.0,11.0,2.0,,,,,,
1577,,,,337.5 - 360.0,hoekvanholland,7.0,8.0,7.0,,,,,,
1578,,,,337.5 - 360.0,hoekvanholland,-15.0,-14.0,8.0,,,,,,
1579,,,,337.5 - 360.0,hoekvanholland,9.0,10.0,1.0,,,,,,
1580,,,,337.5 - 360.0,hoekvanholland,-22.0,-21.0,5.0,,,,,,
1581,,,,337.5 - 360.0,hoekvanholland,14.0,15.0,1.0,,,,,,
1582,,,,337.5 - 360.0,hoekvanholland,6.0,7.0,8.0,,,,,,
1583,,,,337.5 - 360.0,hoekvanholland,13.0,14.0,1.0,,,,,,
1584,,,,337.5 - 360.0,hoekvanholland,-19.0,-18.0,2.0,,,,,,
1585,,,,337.5 - 360.0,hoekvanholland,-20.0,-19.0,3.0,,,,,,
1586,,,,337.5 - 360.0,hoekvanholland,-21.0,-20.0,2.0,,,,,,
1587,,,,337.5 - 360.0,hoekvanholland,17.0,18.0,1.0,,,,,,
1588,,,,337.5 - 360.0,hoekvanholland,,,,14.0,15.0,14.0,,,
1589,,,,337.5 - 360.0,hoekvanholland,,,,40.0,41.0,12.0,,,
1590,,,,337.5 - 360.0,hoekvanholland,,,,25.0,26.0,17.0,,,
1591,,,,337.5 - 360.0,hoekvanholland,,,,19.0,20.0,20.0,,,
1592,,,,337.5 - 360.0,hoekvanholland,,,,33.0,34.0,19.0,,,
1593,,,,337.5 - 360.0,hoekvanholland,,,,26.0,27.0,19.0,,,
1594,,,,337.5 - 360.0,hoekvanholland,,,,34.0,35.0,19.0,,,
1595,,,,337.5 - 360.0,hoekvanholland,,,,44.0,45.0,8.0,,,
1596,,,,337.5 - 360.0,hoekvanholland,,,,43.0,44.0,11.0,,,
1597,,,,337.5 - 360.0,hoekvanholland,,,,18.0,19.0,14.0,,,
1598,,,,337.5 - 360.0,hoekvanholland,,,,42.0,43.0,6.0,,,
1599,,,,337.5 - 360.0,hoekvanholland,,,,22.0,23.0,19.0,,,
1600,,,,337.5 - 360.0,hoekvanholland,,,,21.0,22.0,16.0,,,
1601,,,,337.5 - 360.0,hoekvanholland,,,,12.0,13.0,15.0,,,
1602,,,,337.5 - 360.0,hoekvanholland,,,,31.0,32.0,20.0,,,
1603,,,,337.5 - 360.0,hoekvanholland,,,,32.0,33.0,21.0,,,
1604,,,,337.5 - 360.0,hoekvanholland,,,,13.0,14.0,9.0,,,
1605,,,,337.5 - 360.0,hoekvanholland,,,,27.0,28.0,35.0,,,
1606,,,,337.5 - 360.0,hoekvanholland,,,,45.0,46.0,12.0,,,
1607,,,,337.5 - 360.0,hoekvanholland,,,,24.0,25.0,14.0,,,
1608,,,,337.5 - 360.0,hoekvanholland,,,,6.0,7.0,2.0,,,
1609,,,,337.5 - 360.0,hoekvanholland,,,,20.0,21.0,15.0,,,
1610,,,,337.5 - 360.0,hoekvanholland,,,,38.0,39.0,15.0,,,
1611,,,,337.5 - 360.0,hoekvanholland,,,,30.0,31.0,19.0,,,
1612,,,,337.5 - 360.0,hoekvanholland,,,,56.0,57.0,3.0,,,
1613,,,,337.5 - 360.0,hoekvanholland,,,,41.0,42.0,8.0,,,
1614,,,,337.5 - 360.0,hoekvanholland,,,,10.0,11.0,9.0,,,
1615,,,,337.5 - 360.0,hoekvanholland,,,,49.0,50.0,5.0,,,
1616,,,,337.5 - 360.0,hoekvanholland,,,,50.0,51.0,3.0,,,
1617,,,,337.5 - 360.0,hoekvanholland,,,,59.0,60.0,1.0,,,
1618,,,,337.5 - 360.0,hoekvanholland,,,,58.0,59.0,1.0,,,
1619,,,,337.5 - 360.0,hoekvanholland,,,,28.0,29.0,17.0,,,
1620,,,,337.5 - 360.0,hoekvanholland,,,,47.0,48.0,7.0,,,
1621,,,,337.5 - 360.0,hoekvanholland,,,,39.0,40.0,17.0,,,
1622,,,,337.5 - 360.0,hoekvanholland,,,,15.0,16.0,13.0,,,
1623,,,,337.5 - 360.0,hoekvanholland,,,,35.0,36.0,22.0,,,
1624,,,,337.5 - 360.0,hoekvanholland,,,,29.0,30.0,20.0,,,
1625,,,,337.5 - 360.0,hoekvanholland,,,,16.0,17.0,10.0,,,
1626,,,,337.5 - 360.0,hoekvanholland,,,,55.0,56.0,2.0,,,
1627,,,,337.5 - 360.0,hoekvanholland,,,,37.0,38.0,18.0,,,
1628,,,,337.5 - 360.0,hoekvanholland,,,,23.0,24.0,17.0,,,
1629,,,,337.5 - 360.0,hoekvanholland,,,,36.0,37.0,16.0,,,
1630,,,,337.5 - 360.0,hoekvanholland,,,,17.0,18.0,11.0,,,
1631,,,,337.5 - 360.0,hoekvanholland,,,,9.0,10.0,10.0,,,
1632,,,,337.5 - 360.0,hoekvanholland,,,,48.0,49.0,7.0,,,
1633,,,,337.5 - 360.0,hoekvanholland,,,,51.0,52.0,3.0,,,
1634,,,,337.5 - 360.0,hoekvanholland,,,,46.0,47.0,7.0,,,
1635,,,,337.5 - 360.0,hoekvanholland,,,,11.0,12.0,4.0,,,
1636,,,,337.5 - 360.0,hoekvanholland,,,,57.0,58.0,1.0,,,
1637,,,,337.5 - 360.0,hoekvanholland,,,,7.0,8.0,4.0,,,
1638,,,,337.5 - 360.0,hoekvanholland,,,,53.0,54.0,2.0,,,
1639,,,,337.5 - 360.0,hoekvanholland,,,,52.0,53.0,4.0,,,
1640,,,,337.5 - 360.0,hoekvanholland,,,,8.0,9.0,2.0,,,
1641,,,,337.5 - 360.0,hoekvanholland,,,,54.0,55.0,1.0,,,
1642,,,,337.5 - 360.0,hoekvanholland,,,,,,,5.0,6.0,61.0
1643,,,,337.5 - 360.0,hoekvanholland,,,,,,,8.0,9.0,62.0
1644,,,,337.5 - 360.0,hoekvanholland,,,,,,,15.0,16.0,21.0
1645,,,,337.5 - 360.0,hoekvanholland,,,,,,,6.0,7.0,72.0
1646,,,,337.5 - 360.0,hoekvanholland,,,,,,,7.0,8.0,71.0
1647,,,,337.5 - 360.0,hoekvanholland,,,,,,,1.0,2.0,18.0
1648,,,,337.5 - 360.0,hoekvanholland,,,,,,,10.0,11.0,33.0
1649,,,,337.5 - 360.0,hoekvanholland,,,,,,,9.0,10.0,52.0
1650,,,,337.5 - 360.0,hoekvanholland,,,,,,,12.0,13.0,45.0
1651,,,,337.5 - 360.0,hoekvanholland,,,,,,,3.0,4.0,18.0
1652,,,,337.5 - 360.0,hoekvanholland,,,,,,,16.0,17.0,11.0
1653,,,,337.5 - 360.0,hoekvanholland,,,,,,,4.0,5.0,24.0
1654,,,,337.5 - 360.0,hoekvanholland,,,,,,,2.0,3.0,11.0
1655,,,,337.5 - 360.0,hoekvanholland,,,,,,,17.0,18.0,7.0
1656,,,,337.5 - 360.0,hoekvanholland,,,,,,,19.0,20.0,5.0
1657,,,,337.5 - 360.0,hoekvanholland,,,,,,,11.0,12.0,25.0
1658,,,,337.5 - 360.0,hoekvanholland,,,,,,,14.0,15.0,18.0
1659,,,,337.5 - 360.0,hoekvanholland,,,,,,,20.0,21.0,5.0
1660,,,,337.5 - 360.0,hoekvanholland,,,,,,,13.0,14.0,34.0
1661,,,,337.5 - 360.0,hoekvanholland,,,,,,,21.0,22.0,6.0
1662,,,,337.5 - 360.0,hoekvanholland,,,,,,,0.0,1.0,3.0
1663,,,,337.5 - 360.0,hoekvanholland,,,,,,,18.0,19.0,6.0
1664,,,,337.5 - 360.0,hoekvanholland,,,,,,,28.0,29.0,1.0
1665,,,,337.5 - 360.0,hoekvanholland,,,,,,,22.0,23.0,3.0
1666,,,,337.5 - 360.0,hoekvanholland,,,,,,,29.0,30.0,1.0
1667,2.0,2.2,13.0,0.0 - 22.5,delfzijl,,,,,,,,,
1668,3.0,3.2,11.0,0.0 - 22.5,delfzijl,,,,,,,,,
1669,1.6000000000000005,1.8000000000000005,11.0,0.0 - 22.5,delfzijl,,,,,,,,,
1670,4.200000000000001,4.400000000000001,2.0,0.0 - 22.5,delfzijl,,,,,,,,,
1671,3.8000000000000007,4.000000000000001,8.0,0.0 - 22.5,delfzijl,,,,,,,,,
1672,1.4000000000000004,1.6000000000000003,3.0,0.0 - 22.5,delfzijl,,,,,,,,,
1673,3.200000000000001,3.4000000000000012,13.0,0.0 - 22.5,delfzijl,,,,,,,,,
1674,4.0,4.2,8.0,0.0 - 22.5,delfzijl,,,,,,,,,
1675,2.4000000000000004,2.6000000000000005,3.0,0.0 - 22.5,delfzijl,,,,,,,,,
1676,3.6000000000000014,3.8000000000000016,7.0,0.0 - 22.5,delfzijl,,,,,,,,,
1677,2.8000000000000007,3.000000000000001,6.0,0.0 - 22.5,delfzijl,,,,,,,,,
1678,1.8000000000000007,2.000000000000001,11.0,0.0 - 22.5,delfzijl,,,,,,,,,
1679,5.0,5.2,3.0,0.0 - 22.5,delfzijl,,,,,,,,,
1680,5.200000000000001,5.400000000000001,4.0,0.0 - 22.5,delfzijl,,,,,,,,,
1681,2.5999999999999996,2.8,2.0,0.0 - 22.5,delfzijl,,,,,,,,,
1682,3.4000000000000004,3.6000000000000005,4.0,0.0 - 22.5,delfzijl,,,,,,,,,
1683,4.800000000000001,5.000000000000001,1.0,0.0 - 22.5,delfzijl,,,,,,,,,
1684,1.0,1.2,1.0,0.0 - 22.5,delfzijl,,,,,,,,,
1685,,,,0.0 - 22.5,delfzijl,1.0,2.0,12.0,,,,,,
1686,,,,0.0 - 22.5,delfzijl,-10.0,-9.0,1.0,,,,,,
1687,,,,0.0 - 22.5,delfzijl,-1.0,0.0,8.0,,,,,,
1688,,,,0.0 - 22.5,delfzijl,0.0,1.0,17.0,,,,,,
1689,,,,0.0 - 22.5,delfzijl,2.0,3.0,7.0,,,,,,
1690,,,,0.0 - 22.5,delfzijl,8.0,9.0,3.0,,,,,,
1691,,,,0.0 - 22.5,delfzijl,5.0,6.0,3.0,,,,,,
1692,,,,0.0 - 22.5,delfzijl,4.0,5.0,6.0,,,,,,
1693,,,,0.0 - 22.5,delfzijl,-3.0,-2.0,1.0,,,,,,
1694,,,,0.0 - 22.5,delfzijl,-19.0,-18.0,2.0,,,,,,
1695,,,,0.0 - 22.5,delfzijl,-11.0,-10.0,4.0,,,,,,
1696,,,,0.0 - 22.5,delfzijl,-9.0,-8.0,4.0,,,,,,
1697,,,,0.0 - 22.5,delfzijl,-4.0,-3.0,4.0,,,,,,
1698,,,,0.0 - 22.5,delfzijl,-2.0,-1.0,2.0,,,,,,
1699,,,,0.0 - 22.5,delfzijl,12.0,13.0,1.0,,,,,,
1700,,,,0.0 - 22.5,delfzijl,10.0,11.0,1.0,,,,,,
1701,,,,0.0 - 22.5,delfzijl,9.0,10.0,3.0,,,,,,
1702,,,,0.0 - 22.5,delfzijl,13.0,14.0,1.0,,,,,,
1703,,,,0.0 - 22.5,delfzijl,6.0,7.0,5.0,,,,,,
1704,,,,0.0 - 22.5,delfzijl,-18.0,-17.0,1.0,,,,,,
1705,,,,0.0 - 22.5,delfzijl,-20.0,-19.0,1.0,,,,,,
1706,,,,0.0 - 22.5,delfzijl,-6.0,-5.0,4.0,,,,,,
1707,,,,0.0 - 22.5,delfzijl,-13.0,-12.0,2.0,,,,,,
1708,,,,0.0 - 22.5,delfzijl,-7.0,-6.0,3.0,,,,,,
1709,,,,0.0 - 22.5,delfzijl,3.0,4.0,4.0,,,,,,
1710,,,,0.0 - 22.5,delfzijl,-12.0,-11.0,2.0,,,,,,
1711,,,,0.0 - 22.5,delfzijl,17.0,18.0,1.0,,,,,,
1712,,,,0.0 - 22.5,delfzijl,-24.0,-23.0,1.0,,,,,,
1713,,,,0.0 - 22.5,delfzijl,-15.0,-14.0,2.0,,,,,,
1714,,,,0.0 - 22.5,delfzijl,-5.0,-4.0,2.0,,,,,,
1715,,,,0.0 - 22.5,delfzijl,-17.0,-16.0,1.0,,,,,,
1716,,,,0.0 - 22.5,delfzijl,-16.0,-15.0,2.0,,,,,,
1717,,,,0.0 - 22.5,delfzijl,,,,29.0,30.0,4.0,,,
1718,,,,0.0 - 22.5,delfzijl,,,,41.0,42.0,4.0,,,
1719,,,,0.0 - 22.5,delfzijl,,,,10.0,11.0,4.0,,,
1720,,,,0.0 - 22.5,delfzijl,,,,9.0,10.0,6.0,,,
1721,,,,0.0 - 22.5,delfzijl,,,,28.0,29.0,8.0,,,
1722,,,,0.0 - 22.5,delfzijl,,,,38.0,39.0,5.0,,,
1723,,,,0.0 - 22.5,delfzijl,,,,21.0,22.0,3.0,,,
1724,,,,0.0 - 22.5,delfzijl,,,,37.0,38.0,1.0,,,
1725,,,,0.0 - 22.5,delfzijl,,,,14.0,15.0,3.0,,,
1726,,,,0.0 - 22.5,delfzijl,,,,30.0,31.0,6.0,,,
1727,,,,0.0 - 22.5,delfzijl,,,,8.0,9.0,5.0,,,
1728,,,,0.0 - 22.5,delfzijl,,,,44.0,45.0,4.0,,,
1729,,,,0.0 - 22.5,delfzijl,,,,33.0,34.0,2.0,,,
1730,,,,0.0 - 22.5,delfzijl,,,,39.0,40.0,5.0,,,
1731,,,,0.0 - 22.5,delfzijl,,,,23.0,24.0,2.0,,,
